program_code,program_name,qualification,university_code
0090148,მენეჯმენტი (ქ. ფოთი) კვალიფიკაცია: მენეჯმენტის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2031 ქართული ენა ფინანსდება 240 2250 30 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 5 25%-ზე მეტი 1 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 4 20%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 3 20%-ზე მეტი 3 5 ისტორია 3 25%-ზე მეტი 3 25 280 009 სსიპ - აკაკი წერეთლის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,009
0090149,"ქართულ ენაში მომზადება აზერბაიჯანულენოვანთათვის (ქ. ქუთაისი) იმ აბიტურიენტებისთვის, რომლებიც ქართულ ენაში მომზადების საგანმანათლებლო პროგრამის გავლით აპირებენ სწავლა გააგრძელონ სახელოვნებო-შემოქმედებით საგანმანათლებლო პროგრამაზე სავალდებულოა შემოქმედებითი ტურის გავლა აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2029 ქართული ენა ფინანსდება 60 1750 134 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ზოგადი უნარები (აზერ) 12 30%-ზე მეტი 1 281 009 სსიპ - აკაკი წერეთლის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07",,009
0090150,"ქართულ ენაში მომზადება სომხურენოვანთათვის (ქ. ქუთაისი) იმ აბიტურიენტებისთვის, რომლებიც ქართულ ენაში მომზადების საგანმანათლებლო პროგრამის გავლით აპირებენ სწავლა გააგრძელონ სახელოვნებო-შემოქმედებით საგანმანათლებლო პროგრამაზე სავალდებულოა შემოქმედებითი ტურის გავლა აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2029 ქართული ენა ფინანსდება 60 1750 134 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ზოგადი უნარები (სომხ) 12 30%-ზე მეტი 1 282 009 სსიპ - აკაკი წერეთლის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07",,009
0090151,"ქართულ ენაში მომზადება აფხაზურენოვანთათვის (ქ. ქუთაისი) იმ აბიტურიენტებისთვის, რომლებიც ქართულ ენაში მომზადების საგანმანათლებლო პროგრამის გავლით აპირებენ სწავლა გააგრძელონ სახელოვნებო-შემოქმედებით საგანმანათლებლო პროგრამაზე სავალდებულოა შემოქმედებითი ტურის გავლა აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2029 ქართული ენა ფინანსდება 60 1750 27 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა აფხაზური ენა 12 25%-ზე მეტი 1 283 009 სსიპ - აკაკი წერეთლის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07",,009
0090152,"ქართულ ენაში მომზადება ოსურენოვანთათვის (ქ. ქუთაისი) იმ აბიტურიენტებისთვის, რომლებიც ქართულ ენაში მომზადების საგანმანათლებლო პროგრამის გავლით აპირებენ სწავლა გააგრძელონ სახელოვნებო-შემოქმედებით საგანმანათლებლო პროგრამაზე სავალდებულოა შემოქმედებითი ტურის გავლა აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2029 ქართული ენა ფინანსდება 60 1750 27 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ოსური ენა 12 25%-ზე მეტი 1 284 009 სსიპ - აკაკი წერეთლის სახელმწიფო უნივერსიტეტი 08.08.2025 10:07 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი მისამართი: ქ. თბილისი, ქაქუცა ჩოლოყაშვილის გამზირი 3/5, ს.ი. 0179 ტელეფონი: (+995 32) 222 00 09 (100) ვებგვერდი: www.iliauni.edu.ge ელ.ფოსტა: info@iliauni.edu.ge 285 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07",,009
0100101,არქეოლოგია (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი არქეოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 14-02-2030 ქართული ენა ფინანსდება 240 2250 35 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 20%-ზე მეტი 1 7 ისტორია 5 25%-ზე მეტი 1 20 ლიტერატურა 5 25%-ზე მეტი 1 8 286 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100102,1. გამოყენებითი ხელოვნება - მხატვრული კერამიკა საჯარო სივრცეებისათვის (ძირითადი და დამატებითი სპეციალობა); 2. გრაფიკის ხელოვნება (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: 1. ხელოვნების ბაკალავრი მხატვრულ კერამიკაში; 2. ხელოვნების ბაკალავრი გრაფიკაში პროგრამებზე ჩარიცხვის წინაპირობაა შემოქმედებითი ტურის გავლა აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2030 ქართული ენა ფინანსდება 240 2250 36 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (ინგ.; რუს.; გერ.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 20%-ზე მეტი 1 4 ისტორია 5 25%-ზე მეტი 1 28 ხელოვნება 5 25%-ზე მეტი 1 4 287 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100103,თავისუფალი მეცნიერებები (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი თავისუფალ მეცნიერებებში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2029 ქართული ენა ფინანსდება 240 2250 43 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 20%-ზე მეტი 1 10 ისტორია 5 25%-ზე მეტი 1 33 288 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100104,1. ისტორია (ძირითადი და დამატებითი სპეციალობა); 2. ქართული ფილოლოგია (ძირითადი და დამატებითი სპეციალობა); 3. ანგლისტიკა (ძირითადი და დამატებითი სპეციალობა); 4. გამოყენებითი გერმანისტიკა (ძირითადი და დამატებითი სპეციალობა); 5. საფრანგეთისმცოდნეობა (ძირითადი და დამატებითი სპეციალობა); 6. რუსისტიკა (ძირითადი და დამატებითი სპეციალობა); 7. ლიტერატურათმცოდნეობა (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: 1. ჰუმანიტარული მეცნიერებების ბაკალავრი ისტორიაში; 2. ჰუმანიტარული მეცნიერებების ბაკალავრი ქართულ ფილოლოგიაში; 3. ჰუმანიტარული მეცნიერებების ბაკალავრი ინგლისურ ფილოლოგიაში; 4. ჰუმანიტარული მეცნიერებების ბაკალავრი გერმანულ ფილოლოგიაში; 5. ჰუმანიტარული მეცნიერებების ბაკალავრი ფრანგულ ფილოლოგიაში; 6. ჰუმანიტარული მეცნიერებების ბაკალავრი რუსულ ფილოლოგიაში; 7. ჰუმანიტარული მეცნიერებების ბაკალავრი ფილოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 14-02-2030 ქართული ენა ფინანსდება 240 2250 360 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (ინგ.; რუს.; გერ.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 5 25%-ზე მეტი 1 215 ლიტერატურა 5 25%-ზე მეტი 1 145 289 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100105,ისტორია (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი ისტორიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 14-02-2030 ქართული ენა ფინანსდება 240 2250 60 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 5 25%-ზე მეტი 1 40 ლიტერატურა 5 25%-ზე მეტი 1 20 290 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100106,კინომცოდნეობა (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: კინომცოდნეობის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 19-12-2030 ქართული ენა ფინანსდება 240 2250 30 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 5 25%-ზე მეტი 1 20 ლიტერატურა 5 25%-ზე მეტი 1 5 ხელოვნება 5 25%-ზე მეტი 1 5 291 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100107,1.საერთაშორისო ურთიერთობები: ევროპა და ახლო აღმოსავლეთი (ძირითადი სპეციალობა); 2.პოლიტიკის მეცნიერება (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: 1. საერთაშორისო ურთიერთობების ბაკალავრი; 2. პოლიტიკის მეცნიერების ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2028 ქართული ენა ფინანსდება 240 2250 390 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (ინგ.; რუს.; გერ.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 20%-ზე მეტი 1 60 ისტორია 5 25%-ზე მეტი 1 210 გეოგრაფია 5 25%-ზე მეტი 1 50 სამოქალაქო განათლება 5 25%-ზე მეტი 1 70 292 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100108,სოციოლოგია (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: სოციოლოგიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2028 ქართული ენა ფინანსდება 240 2250 130 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 20%-ზე მეტი 1 30 ისტორია 5 25%-ზე მეტი 1 100 293 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100109,მუსიკა (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი სამუსიკო ხელოვნებაში პროგრამებზე ჩარიცხვის წინაპირობაა შემოქმედებითი ტურის გავლა აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 19-12-2030 ქართული ენა ფინანსდება 240 2250 6 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 5 25%-ზე მეტი 1 4 ლიტერატურა 5 25%-ზე მეტი 1 1 ხელოვნება 5 25%-ზე მეტი 1 1 294 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100110,ფილოსოფია (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: ფილოსოფიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2029 ქართული ენა ფინანსდება 240 2250 20 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 20%-ზე მეტი 1 3 ისტორია 5 25%-ზე მეტი 1 9 ლიტერატურა 5 25%-ზე მეტი 1 8 295 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100111,ფსიქოლოგია (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: ფსიქოლოგიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2028 ქართული ენა ფინანსდება 240 2250 350 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 20%-ზე მეტი 1 90 ისტორია 5 25%-ზე მეტი 1 50 ბიოლოგია 5 25%-ზე მეტი 1 210 296 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100112,ქართული ფილოლოგია (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: ჰუმანიტარული მეცნიერებების ბაკალავრი ქართულ ფილოლოგიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-03-2030 ქართული ენა ფინანსდება 240 2250 60 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 5 25%-ზე მეტი 1 30 ლიტერატურა 5 25%-ზე მეტი 1 30 297 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100113,ხელოვნებათმცოდნეობა (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: ხელოვნების ისტორიისა და თეორიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2030 ქართული ენა ფინანსდება 240 2250 30 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან ისტორია 5 25%-ზე მეტი 1 20 ლიტერატურა 5 25%-ზე მეტი 1 5 ხელოვნება 5 25%-ზე მეტი 1 5 298 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100114,"ადრეული ბავშვობა, განვითარება და განათლება კვალიფიკაცია: სკოლამდელი განათლების ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 22-07-2032 ქართული ენა ფინანსდება 240 2250 25 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 25%-ზე მეტი 2 უცხოური ენა (ინგ.; რუს.; გერ.; ფრა.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 20%-ზე მეტი 1 10 ისტორია 5 25%-ზე მეტი 1 15 299 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07",,010
0100115,დაწყებითი საფეხურის მასწავლებლის განათლების (I-VI კლასები) ინტეგრირებული სა (საზოგადოებრივი და სპეციალური მასწავლებლის არჩევითი მოდულით) კვალიფიკაცია: განათლების მაგისტრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 22-07-2032 ქართული ენა ფინანსდება 300 2250 50 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 4 35%-ზე მეტი 1 უცხოური ენა (ინგ.; რუს.; გერ.; ფრა.) 4 30%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 4 30%-ზე მეტი 2 25 ისტორია 4 35%-ზე მეტი 2 25 300 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,ბაკალავრო-სამაგისტრო საგანმანათლებლო პროგრამა,010
0100116,არქიტექტურა (ძირითადი სპეციალობა) კვალიფიკაცია: არქიტექტურის ბაკალავრი პროგრამაზე ჩარიცხვის წინაპირობაა შემოქმედებითი ტურის გავლა აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2026 ქართული ენა ფინანსდება 240 2250 50 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 1 25%-ზე მეტი 3 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 5 40%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 40%-ზე მეტი 1 25 ფიზიკა 6 40%-ზე მეტი 1 25 301 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100117,ელექტრული და ელექტრონული ინჟინერია (ძირითადი სპეციალობა) (ინგლისურენოვანი) კვალიფიკაცია: მეცნიერების ბაკალავრი ელექტრულ და ელექტრონულ ინჟინერიაში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2026 ინგლისური ენა ფინანსდება 244 2250 15 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 2 25%-ზე მეტი 3 უცხოური ენა (ინგ.) 4 70%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 40%-ზე მეტი 1 12 ფიზიკა 6 40%-ზე მეტი 1 3 302 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100118,კომპიუტერული ინჟინერია (საერთაშორისო) (ინგლისურენოვანი) კვალიფიკაცია: კომპიუტერული ინჟინერიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2033 ინგლისური ენა ფინანსდება 244 2250 15 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 1 25%-ზე მეტი 3 უცხოური ენა (ინგ.) 5 70%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 40%-ზე მეტი 1 10 ფიზიკა 6 40%-ზე მეტი 1 5 303 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100119,კომპიუტერული ინჟინერია (ძირითადი სპეციალობა) კვალიფიკაცია: კომპიუტერული ინჟინერიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2026 ქართული ენა ფინანსდება 244 2250 35 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 1 25%-ზე მეტი 3 უცხოური ენა (ინგ.) 5 30%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 30%-ზე მეტი 1 25 ფიზიკა 6 30%-ზე მეტი 1 10 304 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100120,კომპიუტერული მეცნიერება (ძირითადი სპეციალობა) (ინგლისურენოვანი) კვალიფიკაცია: კომპიუტერული მეცნიერების ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2025 ინგლისური ენა ფინანსდება 242 2250 45 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 1 25%-ზე მეტი 3 უცხოური ენა (ინგ.) 5 70%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 40%-ზე მეტი 1 40 ფიზიკა 6 40%-ზე მეტი 1 5 305 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100121,მათემატიკა (ძირითადი და დამატებითი სპეციალობა) კვალიფიკაცია: მათემატიკის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 01-07-2027 ქართული ენა ფინანსდება 240 2250 50 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 2 უცხოური ენა (გერ.; ინგ.; რუს.; ფრან.) 3 20%-ზე მეტი 3 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 45 ფიზიკა 6 25%-ზე მეტი 1 5 306 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100122,სამოქალაქო ინჟინერია (ძირითადი სპეციალობა) კვალიფიკაცია: სამოქალაქო ინჟინერიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2026 ქართული ენა ფინანსდება 254 2250 35 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (ინგ.) 4 40%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 40%-ზე მეტი 1 20 ფიზიკა 5 40%-ზე მეტი 1 15 307 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100123,სამოქალაქო ინჟინერია (ძირითადი სპეციალობა) (ინგლისურენოვანი) კვალიფიკაცია: სამოქალაქო ინჟინერიის ბაკალავრი აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 31-12-2026 ინგლისური ენა ფინანსდება 252 2250 15 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (ინგ.) 4 70%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 5 40%-ზე მეტი 1 8 ფიზიკა 5 40%-ზე მეტი 1 7 308 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
0100124,მენეჯმენტი (ინგლისურენოვანი) (180 კრედიტი) კვალიფიკაცია: ბიზნესის ადმინისტრირების ბაკალავრი მენეჯმენტში აკრედიტაცია აკრედიტაციის ვადა სწავლების ენა დაფინანსება კრედიტების რ-ბა წლიური საფასური ადგილების რ-ბა აკრედიტებული 30-12-2031 ინგლისური ენა ფინანსდება 180 2250 30 გამოცდა კოეფიციენტი მინ. ზღვარი პრიორიტეტი ადგილების რ-ბა ქართული ენა და ლიტერატურა 3 25%-ზე მეტი 3 უცხოური ენა (ინგ.) 3 70%-ზე მეტი 2 ერთ-ერთი შემდეგი სავალდებულო საგნებიდან მათემატიკა 6 20%-ზე მეტი 1 15 ისტორია 6 25%-ზე მეტი 1 15 309 010 სსიპ - ილიას სახელმწიფო უნივერსიტეტი 08.08.2025 10:07,,010
